FIPS,State,County,Income Inequality 80th Percentile Income,Income Inequality 20th Percentile Income,Income Inequality Income Ratio,Income Inequality National Z-Score
8115,Colorado,Sedgwick,112667,18685,6.029810008,1.8601577312
8117,Colorado,Summit,175561,50143,3.5012065493,-1.330963044
8119,Colorado,Teller,135290,37572,3.6008197594,-1.205250258
8121,Colorado,Washington,112353,28676,3.9180150649,-0.804946871
8123,Colorado,Weld,155407,39128,3.9717593539,-0.737121085
8125,Colorado,Yuma,122625,29468,4.1612936066,-0.497927118
9000,Connecticut,,169182,33156,5.1026058632,
9001,Connecticut,Fairfield,225787,38060,5.9323962165,1.7372206321
9003,Connecticut,Hartford,158242,30859,5.1279043391,0.7219444985
9005,Connecticut,Litchfield,157883,37851,4.1711711712,-0.485461541
9007,Connecticut,Middlesex,170026,38504,4.4158009557,-0.176736508
9009,Connecticut,New Haven,151550,29511,5.1353732507,0.7313703334
9011,Connecticut,New London,150349,34792,4.3213669809,-0.295913051
9013,Connecticut,Tolland,165924,34205,4.8508697559,0.3723243116
9015,Connecticut,Windham,130395,29855,4.3676101156,-0.23755379
10000,Delaware,,151272,34397,4.3978253917,
10001,Delaware,Kent,128673,31773,4.0497592295,-0.638684526
10003,Delaware,New Castle,161921,35719,4.533189619,-0.028590937
10005,Delaware,Sussex,142997,33497,4.2689494582,-0.362064446
11000,District of Columbia,,226254,34391,6.5788723794,
11001,District of Columbia,District of Columbia,226254,34391,6.5788723794,2.5530794837
12000,Florida,,134680,29173,4.6165975388,
12001,Florida,Alachua,127832,21709,5.8884333686,1.6817391146
12003,Florida,Baker,135066,33820,3.9936723832,-0.709466641
12005,Florida,Bay,122678,32024,3.8308143892,-0.914994924
12007,Florida,Bradford,103420,20576,5.026244168,0.5936484294
12009,Florida,Brevard,137493,31540,4.3593214965,-0.248014104
12011,Florida,Broward,142012,29477,4.817722292,0.3304919079
12013,Florida,Calhoun,94277,17760,5.3083896396,0.9497186044
12015,Florida,Charlotte,115438,28650,4.0292495637,-0.664567912
12017,Florida,Citrus,102606,23356,4.3931323857,-0.205344451
12019,Florida,Clay,141428,38006,3.7212019155,-1.053326872
12021,Florida,Collier,173280,35577,4.870562442,0.3971766623
12023,Florida,Columbia,110584,22721,4.8670393028,0.3927304283
12027,Florida,DeSoto,82422,19885,4.1449333669,-0.518573891
12029,Florida,Dixie,86100,21021,4.0959040959,-0.580449281
12031,Florida,Duval,126701,28474,4.449708506,-0.133944868
12033,Florida,Escambia,119651,27457,4.3577594056,-0.249985477
12035,Florida,Flagler,132138,33670,3.9245025245,-0.796759637
12037,Florida,Franklin,111767,20791,5.3757395027,1.0347147498
12039,Florida,Gadsden,92935,20523,4.5283340642,-0.034718692
12041,Florida,Gilchrist,111118,22596,4.9175960347,0.4565334879
12043,Florida,Glades,94141,17341,5.4288103339,1.1016906259
12045,Florida,Gulf,108645,26656,4.0758178271,-0.605798337
12047,Florida,Hamilton,78878,20164,3.911823051,-0.812761249
12049,Florida,Hardee,96708,16088,6.0111884635,1.836657171
12051,Florida,Hendry,101671,23906,4.2529490504,-0.382257107
12053,Florida,Hernando,110572,27442,4.0292981561,-0.664506588
12055,Florida,Highlands,99049,22810,4.3423498466,-0.269432482
12057,Florida,Hillsborough,143073,30436,4.7007819687,0.1829121466
12059,Florida,Holmes,83273,19496,4.2712864177,-0.359115181
12061,Florida,Indian River,136128,29461,4.620617087,0.08174333
12063,Florida,Jackson,90479,20325,4.4516113161,-0.131543504
12065,Florida,Jefferson,115712,21788,5.3108132917,0.9527772756
12067,Florida,Lafayette,92000,17683,5.2027370921,0.8163841197
12069,Florida,Lake,123995,31328,3.9579609295,-0.754534823
12071,Florida,Lee,131615,30444,4.3231835501,-0.293620524
12073,Florida,Leon,127486,23765,5.3644435094,1.0204591025
12075,Florida,Levy,95369,21167,4.5055510937,-0.06347101
12077,Florida,Liberty,96893,19668,4.9264287167,0.4676804137
12079,Florida,Madison,94064,18111,5.1937496549,0.8050418914
12081,Florida,Manatee,140335,32561,4.3099106293,-0.310371072
12083,Florida,Marion,108416,24712,4.3871803173,-0.212856016
12085,Florida,Martin,151563,32622,4.6460364171,0.113822758
12086,Florida,Miami-Dade,134600,24786,5.4304849512,1.1038040083
12087,Florida,Monroe,164954,36441,4.5266046486,-0.03690123
12089,Florida,Nassau,152682,39121,3.9028143452,-0.824130319
12091,Florida,Okaloosa,141699,35070,4.0404619333,-0.650417799
12093,Florida,Okeechobee,103123,24185,4.2639239198,-0.368406721
12095,Florida,Orange,141910,32005,4.4339946883,-0.15377585
12097,Florida,Osceola,118209,29511,4.0055911355,-0.694425066
12099,Florida,Palm Beach,156430,31648,4.9428083923,0.4883517147
12101,Florida,Pasco,126604,27775,4.55819982,0.0029721661
12103,Florida,Pinellas,135133,28558,4.7318789831,0.2221568642
12105,Florida,Polk,113455,27506,4.1247364211,-0.544062622
12107,Florida,Putnam,88045,18304,4.8101507867,0.3209365988
12109,Florida,St. Johns,194052,45585,4.2569266206,-0.377237377
12111,Florida,St. Lucie,121015,29358,4.1220450984,-0.547459096
12113,Florida,Santa Rosa,145384,38969,3.730760348,-1.041264043
12115,Florida,Sarasota,146515,34907,4.1972956714,-0.452492182
12117,Florida,Seminole,151721,36066,4.2067598292,-0.440548328
12119,Florida,Sumter,120465,33098,3.6396459001,-1.156251312
12121,Florida,Suwannee,95709,22221,4.3071418928,-0.313865242
12123,Florida,Taylor,93765,22950,4.085620915,-0.59342675
12125,Florida,Union,111111,33451,3.3216047353,-1.557622181
12127,Florida,Volusia,117076,27940,4.1902648533,-0.461365139
12129,Florida,Wakulla,126283,30660,4.1188193085,-0.551530072
12131,Florida,Walton,144409,34925,4.1348317824,-0.531322183
12133,Florida,Washington,92931,22768,4.0816496838,-0.59843848
13000,Georgia,,142334,29355,4.8487140181,
13001,Georgia,Appling,96620,17467,5.5315738249,1.2313790949
13003,Georgia,Atkinson,91347,22966,3.9774884612,-0.729890899
13005,Georgia,Bacon,93865,18586,5.0503066824,0.6240155435
13007,Georgia,Baker,99929,16333,6.1182269026,1.9717406637
13009,Georgia,Baldwin,107155,18682,5.735734932,1.489032286
13011,Georgia,Banks,116534,24857,4.6881763688,0.1670037638
13013,Georgia,Barrow,127173,36029,3.5297399317,-1.294953653
13015,Georgia,Bartow,131707,32100,4.1030218069,-0.571466664
13017,Georgia,Ben Hill,80816,14519,5.5662235691,1.2751073901
13019,Georgia,Berrien,97603,16482,5.9217934717,1.7238398708
13021,Georgia,Bibb,109616,16889,6.4903783528,2.4413992098
13023,Georgia,Bleckley,108304,20360,5.3194499018,0.9636767568
13025,Georgia,Brantley,89926,16720,5.3783492823,1.0380083156
13027,Georgia,Brooks,85883,15661,5.4838771471,1.1711854496
13029,Georgia,Bryan,158837,46071,3.4476568774,-1.398543221
13031,Georgia,Bulloch,107134,22076,4.8529624932,0.3749653653
13033,Georgia,Burke,113344,18137,6.2493245851,2.1371871424
13035,Georgia,Butts,117818,33198,3.5489487319,-1.270711971
13037,Georgia,Calhoun,90222,16526,5.4593973133,1.1402916747
13039,Georgia,Camden,128827,27749,4.6425817147,0.1094628917
13043,Georgia,Candler,99641,18456,5.3988404855,1.0638684021
13045,Georgia,Carroll,124759,26739,4.6658064999,0.1387727838
13047,Georgia,Catoosa,122077,32622,3.7421678622,-1.026867655
13049,Georgia,Charlton,90612,17481,5.183456324,0.7920516134
13051,Georgia,Chatham,130837,28120,4.6528093883,0.1223703098
13053,Georgia,Chattahoochee,103833,23055,4.5037085231,-0.065796351
13055,Georgia,Chattooga,80158,19359,4.1406064363,-0.524034517
13057,Georgia,Cherokee,179048,45866,3.9037195308,-0.822987966
13059,Georgia,Clarke,108500,18997,5.7114281202,1.4583568664
13061,Georgia,Clay,81306,16052,5.0651632195,0.6427646297
13063,Georgia,Clayton,103749,26235,3.9546026301,-0.758773028
13065,Georgia,Clinch,93735,11686,8.0211364025,3.0
13067,Georgia,Cobb,182418,43774,4.1672682414,-0.490387074
13069,Georgia,Coffee,94573,17893,5.2854747667,0.9207998244
13071,Georgia,Colquitt,104430,17734,5.8886883952,1.6820609604
13073,Georgia,Columbia,169145,42237,4.004664157,-0.695594921
13075,Georgia,Cook,105595,17081,6.1820151045,2.05224196
13077,Georgia,Coweta,164942,40663,4.0563165531,-0.630409123
13079,Georgia,Crawford,113425,21619,5.2465423933,0.8716668118
13081,Georgia,Crisp,95784,16824,5.6932952924,1.4354730713
13083,Georgia,Dade,109163,28572,3.8206285874,-0.927849499
13085,Georgia,Dawson,160566,42763,3.7547880177,-1.010940903
13087,Georgia,Decatur,100993,17205,5.8699796571,1.6584503612
13089,Georgia,DeKalb,159719,32494,4.9153382163,0.4536841004
13091,Georgia,Dodge,102557,17602,5.8264401773,1.603503138
13093,Georgia,Dooly,118066,21971,5.3737199035,1.0321659971
13095,Georgia,Dougherty,87909,16812,5.2289436117,0.849456988
13097,Georgia,Douglas,139220,34591,4.0247463213,-0.670251046
13099,Georgia,Early,93106,20453,4.5521928323,-0.004608707
13101,Georgia,Echols,108877,22048,4.9381803338,0.4825110624
13103,Georgia,Effingham,142219,37097,3.8337062296,-0.911345395
13105,Georgia,Elbert,103345,20997,4.9218936038,0.4619570597
13107,Georgia,Emanuel,90254,18882,4.7798961974,0.2827550294
13109,Georgia,Evans,101150,19876,5.0890521232,0.6729126454
13111,Georgia,Fannin,106897,25751,4.151178595,-0.510692356
13113,Georgia,Fayette,196157,51416,3.815096468,-0.934831085
13115,Georgia,Floyd,121372,24011,5.0548498605,0.6297490759
13117,Georgia,Forsyth,229807,62666,3.6671719912,-1.121513132
13119,Georgia,Franklin,100040,20140,4.9672293942,0.5191712433
13121,Georgia,Fulton,189163,32840,5.7601400731,1.519831798
13123,Georgia,Gilmer,116906,26346,4.4373339406,-0.149561683
13125,Georgia,Glascock,111537,21556,5.1742902208,0.780483907
13127,Georgia,Glynn,128732,27986,4.5998713643,0.0555620375
13129,Georgia,Gordon,117530,25736,4.5667547404,0.0137685543
13131,Georgia,Grady,103811,18807,5.519806455,1.2165285661
13133,Georgia,Greene,162486,27552,5.8974303136,1.6930933417
13135,Georgia,Gwinnett,154481,37793,4.0875558966,-0.590984785
13137,Georgia,Habersham,118458,25748,4.600668013,0.0565674156
13139,Georgia,Hall,144230,34505,4.1799739168,-0.474352395
13141,Georgia,Hancock,86096,15494,5.5567316381,1.2631284859
13143,Georgia,Haralson,126678,26541,4.7729173731,0.273947689
13145,Georgia,Harris,155392,44455,3.4954898212,-1.338177607
13147,Georgia,Hart,111478,24177,4.6109111966,0.0694944072
13149,Georgia,Heard,111310,23241,4.7893808356,0.2947247298
13151,Georgia,Henry,143503,42256,3.3960384324,-1.463686172
13153,Georgia,Houston,137686,32662,4.2154797624,-0.429543692
13155,Georgia,Irwin,83356,20866,3.9948241158,-0.708013144
13157,Georgia,Jackson,147747,37191,3.9726546745,-0.735991182
13159,Georgia,Jasper,112174,30000,3.7391333333,-1.030697258
13161,Georgia,Jeff Davis,85842,17995,4.7703250903,0.2706762043
13163,Georgia,Jefferson,105648,18070,5.8465965689,1.6289406893
13165,Georgia,Jenkins,80820,15619,5.1744669953,0.7807069981
13167,Georgia,Johnson,93750,17199,5.450898308,1.129565852
13169,Georgia,Jones,119914,26292,4.5608550129,0.006323044
13171,Georgia,Lamar,130245,26899,4.8420015614,0.3611325688
13173,Georgia,Lanier,99862,16022,6.2328048933,2.1163391396
13175,Georgia,Laurens,107188,16256,6.59375,2.5718551774
13177,Georgia,Lee,135410,41295,3.2790894781,-1.611276826
13179,Georgia,Liberty,101149,26838,3.7688724942,-0.993166164
13181,Georgia,Lincoln,108194,22417,4.8264263728,0.3414765378
13183,Georgia,Long,111089,25033,4.4377022331,-0.149096895
13185,Georgia,Lowndes,105237,19335,5.4428238945,1.119375868
13187,Georgia,Lumpkin,125403,24438,5.1314755708,0.7264514257
13189,Georgia,McDuffie,108966,23918,4.5558157037,-3.6611e-05
13191,Georgia,McIntosh,97331,20521,4.7429949808,0.2361853552
13193,Georgia,Macon,74583,11603,6.4279065759,2.3625592539
13195,Georgia,Madison,110172,24622,4.4745349687,-0.102613644
13197,Georgia,Marion,84667,21477,3.9422172557,-0.774403484
13199,Georgia,Meriwether,94072,18340,5.1293347874,0.7237497373
13201,Georgia,Miller,104667,16057,6.5184654668,2.4768454054
13205,Georgia,Mitchell,86407,14021,6.1626845446,2.027846616
13207,Georgia,Monroe,144636,34171,4.2327119487,-0.407796515
13209,Georgia,Montgomery,105237,19194,5.4828071272,1.1698350747
13211,Georgia,Morgan,148667,33446,4.4449859475,-0.13990478
13213,Georgia,Murray,107880,27125,3.9771428571,-0.730327054
13215,Georgia,Muscogee,106801,22112,4.830001809,0.3459887711
13217,Georgia,Newton,124436,31358,3.9682377703,-0.741565356
13219,Georgia,Oconee,208290,55562,3.7487851409,-1.018516588
13221,Georgia,Oglethorpe,120988,24788,4.8809101178,0.4102355241
13223,Georgia,Paulding,147567,46609,3.1660623485,-1.753918101
13225,Georgia,Peach,125476,20733,6.0519944051,1.8881546439
13227,Georgia,Pickens,128323,30519,4.204692159,-0.443157747
13229,Georgia,Pierce,100730,24375,4.1325128205,-0.534248735
13231,Georgia,Pike,143676,37500,3.83136,-0.914306358
13233,Georgia,Polk,110082,22963,4.7938858163,0.3004100568
13235,Georgia,Pulaski,105559,20195,5.2269868779,0.846987572
13237,Georgia,Putnam,132651,28674,4.6261770245,0.0887600221
13239,Georgia,Quitman,71909,15745,4.5671006669,0.0142051166
13241,Georgia,Rabun,110921,23851,4.6505806884,0.1195576701
13243,Georgia,Randolph,52155,12641,4.1258602959,-0.542644282
13245,Georgia,Richmond,100804,20024,5.0341590092,0.6036370317
13247,Georgia,Rockdale,130124,34635,3.7570088061,-1.008138247
13249,Georgia,Schley,103147,14568,7.0803816584,3.0
13251,Georgia,Screven,108400,21635,5.0103998151,0.5736527107
13253,Georgia,Seminole,108196,17242,6.2751420949,2.1697690767
13255,Georgia,Spalding,106840,22053,4.8446923321,0.3645283461
13257,Georgia,Stephens,100044,22380,4.4702412869,-0.10803231
13259,Georgia,Stewart,83645,16298,5.1322248129,0.727396976
13261,Georgia,Sumter,91120,17536,5.1961678832,0.8080937178
13263,Georgia,Talbot,90236,18873,4.7812218513,0.2844280168
13265,Georgia,Taliaferro,67250,25500,2.637254902,-2.421277953
13267,Georgia,Tattnall,101379,21337,4.7513239912,0.2466966428
13269,Georgia,Taylor,94459,12516,7.5470597635,3.0
13271,Georgia,Telfair,87572,16193,5.4080158093,1.075447745
13273,Georgia,Terrell,96795,16612,5.8268119432,1.60397231
13275,Georgia,Thomas,116960,23994,4.8745519713,0.4022114849
13277,Georgia,Tift,105410,23521,4.481527146,-0.093789452
13279,Georgia,Toombs,103348,18158,5.6915959907,1.4333285369
13281,Georgia,Towns,106579,21753,4.8995081138,0.4337063658
13283,Georgia,Treutlen,97941,14612,6.7027785382,2.7094501934
13285,Georgia,Troup,113003,20654,5.4712404377,1.1552378064
13287,Georgia,Turner,89174,18514,4.8165712434,0.329039274
13289,Georgia,Twiggs,109009,14220,7.6658931083,3.0
13291,Georgia,Union,120007,25684,4.6724419872,0.1471468298
13293,Georgia,Upson,107825,17961,6.0032848951,1.8266827951
13295,Georgia,Walker,98841,23730,4.1652338812,-0.492954456
13297,Georgia,Walton,142194,34780,4.0883841288,-0.589939549
13299,Georgia,Ware,85347,16481,5.1785085856,0.7858075221
13301,Georgia,Warren,83259,16250,5.1236307692,0.7165512141
13303,Georgia,Washington,101244,18437,5.4913489179,1.180614893
13305,Georgia,Wayne,104771,19764,5.3011030156,0.940522818
13307,Georgia,Webster,91088,14692,6.1998366458,2.0747329087
13309,Georgia,Wheeler,77635,13535,5.7358699668,1.4892027011
13311,Georgia,White,111400,30219,3.6864224495,-1.097218877
13313,Georgia,Whitfield,110729,27848,3.9761921862,-0.73152681
13315,Georgia,Wilcox,89700,16738,5.3590632095,1.0136691147
13317,Georgia,Wilkes,98862,21416,4.6162682107,0.0762550082
13319,Georgia,Wilkinson,83096,14477,5.7398632313,1.4942422376
13321,Georgia,Worth,104941,23122,4.5385779777,-0.021790779
15000,Hawaii,,179078,40649,4.4054712293,
15001,Hawaii,Hawaii,147356,27975,5.2674173369,0.8980111823
15003,Hawaii,Honolulu,187195,43879,4.2661637685,-0.365580011
15005,Hawaii,Kalawao,110750,29000,3.8189655172,
15007,Hawaii,Kauai,166080,38870,4.2727038847,-0.357326325
15009,Hawaii,Maui,176914,42316,4.1807826827,-0.473331725
16000,Idaho,,129998,32555,3.993180771,
16001,Idaho,Ada,155538,39873,3.9008351516,-0.826628079
16003,Idaho,Adams,111500,25804,4.3210354984,-0.296331385
16005,Idaho,Bannock,116540,26651,4.3728190312,-0.230980091
16007,Idaho,Bear Lake,114500,26703,4.2879077257,-0.338138938
16009,Idaho,Benewah,96467,25418,3.7952238571,-0.959910502
16011,Idaho,Bingham,132546,32842,4.0358687047,-0.656214496
16013,Idaho,Blaine,140526,42746,3.2874654938,-1.600706217
16015,Idaho,Boise,118379,33407,3.5435387793,-1.277539381
16017,Idaho,Bonner,120484,26832,4.4903100775,-0.082705312
16019,Idaho,Bonneville,133826,33942,3.9427847505,-0.7736873
16021,Idaho,Boundary,100417,23676,4.2412992059,-0.396959318
16023,Idaho,Butte,90535,20475,4.4217338217,-0.169249176
16025,Idaho,Camas,126833,31825,3.9853260016,-0.719999851
16027,Idaho,Canyon,117668,34028,3.4579757846,-1.385520665
16029,Idaho,Caribou,124563,29049,4.288030569,-0.337983908
16031,Idaho,Cassia,117016,28478,4.1089964183,-0.56392665
16033,Idaho,Clark,69500,28833,2.4104324905,
16035,Idaho,Clearwater,99049,23806,4.1606737797,-0.498709346
16037,Idaho,Custer,94719,22180,4.2704688909,-0.360146907
16039,Idaho,Elmore,104220,29068,3.5853859915,-1.224727815
16041,Idaho,Franklin,122293,31276,3.9101227778,-0.81490701
16043,Idaho,Fremont,114000,33527,3.400244579,-1.458377977
16045,Idaho,Gem,116732,30751,3.7960391532,-0.958881591
16047,Idaho,Gooding,107259,24789,4.3268788576,-0.288957012
16049,Idaho,Idaho,102329,25171,4.0653529856,-0.619005063
16051,Idaho,Jefferson,129920,40107,3.2393347795,-1.661447621
16053,Idaho,Jerome,106383,32051,3.3191788088,-1.560683723
16055,Idaho,Kootenai,131388,33759,3.8919399271,-0.837853934
16057,Idaho,Latah,113483,26668,4.25539973,-0.379164327
16059,Idaho,Lemhi,97947,18691,5.2403295704,0.8638261723
16061,Idaho,Lewis,94450,20805,4.5397740928,-0.020281271
16063,Idaho,Lincoln,101850,30011,3.3937556229,-1.466567099
16065,Idaho,Madison,110481,24489,4.5114541223,-0.056021333
16067,Idaho,Minidoka,120541,28097,4.2901733281,-0.335279727
16069,Idaho,Nez Perce,125356,26451,4.7391781029,0.2313684203
16071,Idaho,Oneida,107633,25825,4.1677831559,-0.489737248
16073,Idaho,Owyhee,100640,27843,3.6145530295,-1.187918745
16075,Idaho,Payette,118656,33420,3.550448833,-1.268818829
16077,Idaho,Power,104279,29226,3.5680216246,-1.246641805
16079,Idaho,Shoshone,91743,20628,4.4474985457,-0.136733858
16081,Idaho,Teton,174800,44790,3.902656843,-0.824329088
16083,Idaho,Twin Falls,112748,28807,3.9139098136,-0.810127736
16085,Idaho,Valley,152615,24952,6.1163433793,1.96936364
16087,Idaho,Washington,90382,19719,4.583498149,0.0348988895
17000,Illinois,,156119,31410,4.970359758,
17001,Illinois,Adams,115921,27663,4.1904710263,-0.461104947
17003,Illinois,Alexander,82111,15721,5.2230138032,0.8419735152
17005,Illinois,Bond,114124,26362,4.3291100827,-0.286141185
17007,Illinois,Boone,148851,35527,4.1897993076,-0.461952662
17009,Illinois,Brown,115500,24740,4.6685529507,0.14223883
17011,Illinois,Bureau,120768,27883,4.3312412581,-0.283451622
17013,Illinois,Calhoun,148854,37778,3.9402297634,-0.776911718
17015,Illinois,Carroll,116766,30134,3.8748921484,-0.859368387
17017,Illinois,Cass,113603,26520,4.2836726998,-0.343483579
17019,Illinois,Champaign,131476,22785,5.7702874698,1.5326379058
17021,Illinois,Christian,104778,22912,4.5730621508,0.0217285641
17023,Illinois,Clark,123461,29496,4.1856861947,-0.467143448
17025,Illinois,Clay,109500,24852,4.4060840174,-0.188999373
17027,Illinois,Clinton,138387,35304,3.9198674371,-0.80260916
17029,Illinois,Coles,107233,22020,4.8698001817,0.3962146827
17031,Illinois,Cook,161624,29407,5.4961063692,1.1866188402
17033,Illinois,Crawford,118372,24924,4.7493179265,0.2441649708
17035,Illinois,Cumberland,118232,31946,3.7009954298,-1.078827643
17037,Illinois,DeKalb,134049,26941,4.9756504955,0.5297987504
17039,Illinois,De Witt,116615,29451,3.9596278564,-0.752431146
17041,Illinois,Douglas,123233,28273,4.3586814275,-0.248821877
17043,Illinois,DuPage,202080,48598,4.1581958105,-0.501836565
17045,Illinois,Edgar,99457,27377,3.6328670052,-1.16480634
17047,Illinois,Edwards,109189,25664,4.2545589152,-0.380225443
17049,Illinois,Effingham,135024,31459,4.2920626848,-0.332895341
